1994-95,Aston Villa,1,Crystal Palace,1
1994-95,Blackburn,4,Coventry,0
1994-95,Leeds,2,Chelsea,3
1994-95,Man City,4,Everton,0
1994-95,Newcastle,5,Southampton,1
1994-95,Norwich,1,West Ham,0
1994-95,Nott'm Forest,1,Leicester,0
1994-95,QPR,1,Ipswich,2
1994-95,Tottenham,0,Man United,1
1994-95,Wimbledon,0,Sheffield Weds,1
1994-95,Liverpool,3,Arsenal,0
1994-95,Coventry,0,Aston Villa,1
1994-95,Crystal Palace,1,Leeds,2
1994-95,Everton,1,Nott'm Forest,2
1994-95,Ipswich,1,Tottenham,3
1994-95,Arsenal,0,Blackburn,0
1994-95,Chelsea,3,Man City,0
1994-95,Leicester,1,QPR,1
1994-95,Man United,3,Wimbledon,0
1994-95,Sheffield Weds,0,Norwich,0
1994-95,Southampton,0,Liverpool,2
1994-95,West Ham,1,Newcastle,3
1994-95,Aston Villa,2,Ipswich,0
1994-95,Blackburn,3,Everton,0
1994-95,Liverpool,0,West Ham,0
1994-95,Man City,1,Crystal Palace,1
1994-95,Newcastle,4,Chelsea,2
1994-95,Norwich,0,Arsenal,0
1994-95,Nott'm Forest,4,Sheffield Weds,1
1994-95,QPR,2,Coventry,2
1994-95,Wimbledon,2,Leicester,1
1994-95,Leeds,2,Man United,1
1994-95,Tottenham,1,Southampton,2
1994-95,Coventry,2,Leeds,1
1994-95,Crystal Palace,0,Wimbledon,0
1994-95,Everton,2,QPR,2
1994-95,Leicester,3,Tottenham,1
1994-95,Man United,2,Liverpool,0
1994-95,Sheffield Weds,1,Man City,1
1994-95,Southampton,1,Nott'm Forest,1
1994-95,West Ham,1,Aston Villa,0
1994-95,Arsenal,2,Newcastle,3
1994-95,Chelsea,1,Blackburn,2
1994-95,Ipswich,1,Norwich,2
1994-95,Blackburn,3,Aston Villa,1
1994-95,Coventry,1,Southampton,3
1994-95,Crystal Palace,0,Chelsea,1
1994-95,Everton,1,Leicester,1
1994-95,Ipswich,3,Man United,2
1994-95,Man City,2,Norwich,0
1994-95,Newcastle,1,Liverpool,1
1994-95,QPR,0,Wimbledon,1
1994-95,Tottenham,1,Nott'm Forest,4
1994-95,West Ham,0,Arsenal,2
1994-95,Sheffield Weds,1,Leeds,1
1994-95,Arsenal,1,Crystal Palace,2
1994-95,Aston Villa,0,Newcastle,2
1994-95,Leeds,2,Man City,0
1994-95,Liverpool,4,Sheffield Weds,1
1994-95,Man United,2,Everton,0
1994-95,Norwich,2,Blackburn,1
1994-95,Southampton,3,Ipswich,1
1994-95,Wimbledon,1,Tottenham,2
1994-95,Chelsea,1,West Ham,2
1994-95,Nott'm Forest,3,QPR,2
